job_id,url,title,company,location,description,snippet,salary_min,salary_max,salary_text,job_type,work_model,department,company_size,qualifications,h1b_sponsored,is_new_grad,category,posted_date,scraped_at,source,raw_json
recKL9m4sYdWuzxU5,https://jobright.ai/jobs/info/692e28a84c474121999d6c04?utm_source=1099&utm_campaign=Software%20Engineer,Software Development Spring Intern,"Phoenix, Arizona",Hybrid,,"1. Currently enrolled in an accredited degree program (Computer Science, Computer Information Systems, or related field) 2. Passionate about software development and eager to learn 3. Strong foundation in object-oriented programming principles and at least one object-oriented programming language ...",,,$17-$17 /hr,Internship,,,,"1. Currently enrolled in an accredited degree program (Computer Science, Computer Information Systems, or related field) 2. Passionate about software development and eager to learn 3. Strong foundation in object-oriented programming principles and at least one object-oriented programming language ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.210681,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recKL9m4sYdWuzxU5', 'url': 'https://jobright.ai/jobs/info/692e28a84c474121999d6c04?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Development Spring Intern', 'location': 'Hybrid', 'company': 'Phoenix, Arizona', 'salary': '$17-$17 /hr', 'qualifications': '1. Currently enrolled in an accredited degree program (Computer Science, Computer Information Systems, or related field) 2. Passionate about software development and eager to learn 3. Strong foundation in object-oriented programming principles and at least one object-oriented programming language ...'}}"
rec2ZA6lkX4JsSpRH,https://jobright.ai/jobs/info/692e2792ef4b48533d13d1e2?utm_source=1099&utm_campaign=Software%20Engineer,Engineer Intern - Fall 2025,Semiconductor,"San Jose, CA",,1. Currently pursuing a BS or MS in Electronic Engineering Computer Science or related fields 2. Must have experience in C/C++ 3. Familiar with Data structures and algorithms ...,,,SK hynix memory solutions America Inc.,Internship,On Site,,,1. Currently pursuing a BS or MS in Electronic Engineering Computer Science or related fields 2. Must have experience in C/C++ 3. Familiar with Data structures and algorithms ...,,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.353628,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rec2ZA6lkX4JsSpRH', 'url': 'https://jobright.ai/jobs/info/692e2792ef4b48533d13d1e2?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Engineer Intern - Fall 2025', 'work_model': 'On Site', 'location': 'San Jose, CA', 'salary': 'SK hynix memory solutions America Inc.', 'company': 'Semiconductor', 'qualifications': '1. Currently pursuing a BS or MS in Electronic Engineering Computer Science or related fields 2. Must have experience in C/C++ 3. Familiar with Data structures and algorithms ...'}}"
recf1feoxEPumxWtJ,https://jobright.ai/jobs/info/692e26ed4c474121999d6aa8?utm_source=1099&utm_campaign=Software%20Engineer,Software Engineering Intern (Circuit Simulation),SAN JOSE,Cadence,,"1. Applicant must possess a working knowledge of various Machine Learning techniques such as linear regression, classification, clustering, decision trees, and neural networks. 2. Have practical experience with ML libraries, such as Sklearn and PyTorch. 3. Solid understanding of statistics is a plus. ...",,,,Internship,On Site,,,"1. Applicant must possess a working knowledge of various Machine Learning techniques such as linear regression, classification, clustering, decision trees, and neural networks. 2. Have practical experience with ML libraries, such as Sklearn and PyTorch. 3. Solid understanding of statistics is a plus. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.477825,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recf1feoxEPumxWtJ', 'url': 'https://jobright.ai/jobs/info/692e26ed4c474121999d6aa8?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineering Intern (Circuit Simulation)', 'work_model': 'On Site', 'company': 'SAN JOSE', 'location': 'Cadence', 'qualifications': '1. Applicant must possess a working knowledge of various Machine Learning techniques such as linear regression, classification, clustering, decision trees, and neural networks. 2. Have practical experience with ML libraries, such as Sklearn and PyTorch. 3. Solid understanding of statistics is a plus. ...'}}"
rec0WBIWVm0CmijqT,https://jobright.ai/jobs/info/692e200eef4b48533d13ccf4?utm_source=1099&utm_campaign=Software%20Engineer,Software Engineering Intern - Circuit Simulation infrastructure,Cadence,"Multi Location San Jose, CA SAN JOSE",,"1. Previous exposure to the circuit simulation area 2. Experience in EDA-relevant software development, particularly C/C++ unix development 3. Background in EDA algorithms based on graph theory, or software optimization ...",,,,Internship,On Site,,,"1. Previous exposure to the circuit simulation area 2. Experience in EDA-relevant software development, particularly C/C++ unix development 3. Background in EDA algorithms based on graph theory, or software optimization ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.602296,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rec0WBIWVm0CmijqT', 'url': 'https://jobright.ai/jobs/info/692e200eef4b48533d13ccf4?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineering Intern - Circuit Simulation infrastructure', 'work_model': 'On Site', 'location': 'Multi Location San Jose, CA SAN JOSE', 'company': 'Cadence', 'qualifications': '1. Previous exposure to the circuit simulation area 2. Experience in EDA-relevant software development, particularly C/C++ unix development 3. Background in EDA algorithms based on graph theory, or software optimization ...'}}"
recMiyxtQqwF7wXZO,https://jobright.ai/jobs/info/692e1f454c474121999d6593?utm_source=1099&utm_campaign=Software%20Engineer,"Software Engineer Internship (Hybrid, Toronto)",OpenTable,Hybrid,,"1. Currently pursuing an undergraduate degree in Computer Science, Engineering, or related technical field. Expected to graduate by Spring 2027. 2. Solid computer science fundamentals and strong programming skills 3. Hands-on experience with at least one modern technology: JavaScript (Angular, React, or Node.js), HTML, CSS, or Java. ...",,,CAD42-CAD42 /hr,Internship,,,,"1. Currently pursuing an undergraduate degree in Computer Science, Engineering, or related technical field. Expected to graduate by Spring 2027. 2. Solid computer science fundamentals and strong programming skills 3. Hands-on experience with at least one modern technology: JavaScript (Angular, React, or Node.js), HTML, CSS, or Java. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.716889,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recMiyxtQqwF7wXZO', 'url': 'https://jobright.ai/jobs/info/692e1f454c474121999d6593?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineer Internship (Hybrid, Toronto)', 'location': 'Hybrid', 'company': 'OpenTable', 'salary': 'CAD42-CAD42 /hr', 'qualifications': '1. Currently pursuing an undergraduate degree in Computer Science, Engineering, or related technical field. Expected to graduate by Spring 2027. 2. Solid computer science fundamentals and strong programming skills 3. Hands-on experience with at least one modern technology: JavaScript (Angular, React, or Node.js), HTML, CSS, or Java. ...'}}"
recm1Acz6RI4drUbm,https://jobright.ai/jobs/info/692e198eef4b48533d13c84b?utm_source=1099&utm_campaign=Software%20Engineer,"Senior Full Stack Developer Internship (Next.js, Node.js, PostgreSQL)",United States,Remote,,"1. Minimum 4 years of professional experience as a Full Stack Developer. 2. Strong proficiency in Next.js, Express.js, MongoDB, and RESTful API development. 3. Experience in responsive UI/UX implementation using Tailwind CSS. ...",,,,Internship,,,,"1. Minimum 4 years of professional experience as a Full Stack Developer. 2. Strong proficiency in Next.js, Express.js, MongoDB, and RESTful API development. 3. Experience in responsive UI/UX implementation using Tailwind CSS. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.840282,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recm1Acz6RI4drUbm', 'url': 'https://jobright.ai/jobs/info/692e198eef4b48533d13c84b?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Senior Full Stack Developer Internship (Next.js, Node.js, PostgreSQL)', 'location': 'Remote', 'company': 'United States', 'qualifications': '1. Minimum 4 years of professional experience as a Full Stack Developer. 2. Strong proficiency in Next.js, Express.js, MongoDB, and RESTful API development. 3. Experience in responsive UI/UX implementation using Tailwind CSS. ...'}}"
recBd1ecX5erRucLm,https://jobright.ai/jobs/info/692e1976ef4b48533d13c83d?utm_source=1099&utm_campaign=Software%20Engineer,INTERNSHIP - Software Engineer,Dassault Systèmes,Hybrid,,"1. BS in Computer Science or a related field 2. Experience with scripting languages, preferably but not limited to, Python, familiarity with C++ and Javascript 3. Familiarity software testing ...",,,$22-$40 /hr,Internship,,,,"1. BS in Computer Science or a related field 2. Experience with scripting languages, preferably but not limited to, Python, familiarity with C++ and Javascript 3. Familiarity software testing ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:12.959653,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recBd1ecX5erRucLm', 'url': 'https://jobright.ai/jobs/info/692e1976ef4b48533d13c83d?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'INTERNSHIP - Software Engineer', 'location': 'Hybrid', 'company': 'Dassault Systèmes', 'salary': '$22-$40 /hr', 'qualifications': '1. BS in Computer Science or a related field 2. Experience with scripting languages, preferably but not limited to, Python, familiarity with C++ and Javascript 3. Familiarity software testing ...'}}"
recg0TDChNUoKEqm1,https://jobright.ai/jobs/info/692e1909ef4b48533d13c7f0?utm_source=1099&utm_campaign=Software%20Engineer,2026 Mission Assurance Engineer Intern - Chandler AZ,Northrop Grumman Australia,United States-Arizona-Chandler,,"1. Be a student who is enrolled full-time and pursuing an undergraduate or graduate degree from an accredited college/university and will be enrolled full time in Fall 2026 2. Be majoring in a STEM (Science, Technology, Engineering or Math) 3. Be available to work full-time (40 hours per week) for at least 10 weeks during summer 2026. ...",,,$25.50-$40.50 /hr,Internship,On Site,,,"1. Be a student who is enrolled full-time and pursuing an undergraduate or graduate degree from an accredited college/university and will be enrolled full time in Fall 2026 2. Be majoring in a STEM (Science, Technology, Engineering or Math) 3. Be available to work full-time (40 hours per week) for at least 10 weeks during summer 2026. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.070750,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recg0TDChNUoKEqm1', 'url': 'https://jobright.ai/jobs/info/692e1909ef4b48533d13c7f0?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': '2026 Mission Assurance Engineer Intern - Chandler AZ', 'work_model': 'On Site', 'location': 'United States-Arizona-Chandler', 'company': 'Northrop Grumman Australia', 'salary': '$25.50-$40.50 /hr', 'qualifications': '1. Be a student who is enrolled full-time and pursuing an undergraduate or graduate degree from an accredited college/university and will be enrolled full time in Fall 2026 2. Be majoring in a STEM (Science, Technology, Engineering or Math) 3. Be available to work full-time (40 hours per week) for at least 10 weeks during summer 2026. ...'}}"
recKSDvLG4AstkZ32,https://jobright.ai/jobs/info/691654259c388539cbdf9fc1?utm_source=1099&utm_campaign=Software%20Engineer,"Intern, R&D Undergraduate Summer - TITANS SW, Onsite",Sandia National Laboratories,Hybrid,,"1. Currently attending and enrolled full time in the spring term immediately preceding the internship (or scheduled to graduate in the spring) in an accredited undergraduate program 2. Pursuing a science, engineering, or math major 3. Minimum cumulative GPA of 3.0/4.0 ...",,,,Internship,,,,"1. Currently attending and enrolled full time in the spring term immediately preceding the internship (or scheduled to graduate in the spring) in an accredited undergraduate program 2. Pursuing a science, engineering, or math major 3. Minimum cumulative GPA of 3.0/4.0 ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.182487,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recKSDvLG4AstkZ32', 'url': 'https://jobright.ai/jobs/info/691654259c388539cbdf9fc1?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Intern, R&D Undergraduate Summer - TITANS SW, Onsite', 'location': 'Hybrid', 'company': 'Sandia National Laboratories', 'qualifications': '1. Currently attending and enrolled full time in the spring term immediately preceding the internship (or scheduled to graduate in the spring) in an accredited undergraduate program 2. Pursuing a science, engineering, or math major 3. Minimum cumulative GPA of 3.0/4.0 ...'}}"
recnbHEPpBv7rmEfL,https://jobright.ai/jobs/info/692e0c0cfa28370be26a0ac6?utm_source=1099&utm_campaign=Software%20Engineer,"Computer Engineering Intern, TFE Service Team",StandardAero,"707 Flight Road, Winnipeg, MB, R3H 1C6, CA",,"1. Strong planning, organizational, analytical, leadership, interpersonal, decision making, oral and written communication skills. 2. Basic understanding of programming languages 3. 1+ years of experience with computers and MS Office experience/knowledge. ...",,,,Internship,On Site,,,"1. Strong planning, organizational, analytical, leadership, interpersonal, decision making, oral and written communication skills. 2. Basic understanding of programming languages 3. 1+ years of experience with computers and MS Office experience/knowledge. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.304077,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recnbHEPpBv7rmEfL', 'url': 'https://jobright.ai/jobs/info/692e0c0cfa28370be26a0ac6?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Computer Engineering Intern, TFE Service Team', 'work_model': 'On Site', 'location': '707 Flight Road, Winnipeg, MB, R3H 1C6, CA', 'company': 'StandardAero', 'qualifications': '1. Strong planning, organizational, analytical, leadership, interpersonal, decision making, oral and written communication skills. 2. Basic understanding of programming languages 3. 1+ years of experience with computers and MS Office experience/knowledge. ...'}}"
recQ8FdlvKT2ykERR,https://jobright.ai/jobs/info/692e0a96ef4b48533d13bf0a?utm_source=1099&utm_campaign=Software%20Engineer,"Software Engineer Intern, Frontend - Winter 2025",Arcade,"San Francisco, CA",,"1. Currently in school with a background in Computer Science, Engineering, Physics, Mathematics, or a similar field 2. Must be available to start sometime between January and August 2026 3. Experience building and scaling web frontends in production ...",,,,Internship,On Site,,,"1. Currently in school with a background in Computer Science, Engineering, Physics, Mathematics, or a similar field 2. Must be available to start sometime between January and August 2026 3. Experience building and scaling web frontends in production ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.424391,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recQ8FdlvKT2ykERR', 'url': 'https://jobright.ai/jobs/info/692e0a96ef4b48533d13bf0a?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineer Intern, Frontend - Winter 2025', 'work_model': 'On Site', 'location': 'San Francisco, CA', 'company': 'Arcade', 'qualifications': '1. Currently in school with a background in Computer Science, Engineering, Physics, Mathematics, or a similar field 2. Must be available to start sometime between January and August 2026 3. Experience building and scaling web frontends in production ...'}}"
rec8hG8Dz7VXz1f8X,https://jobright.ai/jobs/info/692e06dd4c474121999d56d7?utm_source=1099&utm_campaign=Software%20Engineer,"Associate Software Engineer Intern, Services Engineering - Summer 2026",Pegasystems,Hybrid,,"1. Currently pursuing BS Degree in Computer Science 2. Understanding of the Software Development Life Cycle (SDLC) 3. Production software development experience in Kotlin, Java, C++, or other OO language ...",,,$32-$37 /hr,Internship,,,,"1. Currently pursuing BS Degree in Computer Science 2. Understanding of the Software Development Life Cycle (SDLC) 3. Production software development experience in Kotlin, Java, C++, or other OO language ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.541428,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rec8hG8Dz7VXz1f8X', 'url': 'https://jobright.ai/jobs/info/692e06dd4c474121999d56d7?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Associate Software Engineer Intern, Services Engineering - Summer 2026', 'location': 'Hybrid', 'company': 'Pegasystems', 'salary': '$32-$37 /hr', 'qualifications': '1. Currently pursuing BS Degree in Computer Science 2. Understanding of the Software Development Life Cycle (SDLC) 3. Production software development experience in Kotlin, Java, C++, or other OO language ...'}}"
recXMcUJaLHi7PDy2,https://jobright.ai/jobs/info/692e0651ef4b48533d13bbd9?utm_source=1099&utm_campaign=Software%20Engineer,Software Algorithm Embedded Intern,STMicroelectronics,Hybrid,,"1. Working towards a Bachelor’s or Master's degree in Computer Science, Electrical Engineering, Physics or equivalent field. 2. Experience with implementing algorithms on embedded platforms using C, C++ programming language. 3. Experience with Python and tools used for Machine Learning analysis and development.",,,$32-$43 /hr,Internship,,,,"1. Working towards a Bachelor’s or Master's degree in Computer Science, Electrical Engineering, Physics or equivalent field. 2. Experience with implementing algorithms on embedded platforms using C, C++ programming language. 3. Experience with Python and tools used for Machine Learning analysis and development.",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.652862,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recXMcUJaLHi7PDy2', 'url': 'https://jobright.ai/jobs/info/692e0651ef4b48533d13bbd9?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Algorithm Embedded Intern', 'location': 'Hybrid', 'company': 'STMicroelectronics', 'salary': '$32-$43 /hr', 'qualifications': ""1. Working towards a Bachelor’s or Master's degree in Computer Science, Electrical Engineering, Physics or equivalent field. 2. Experience with implementing algorithms on embedded platforms using C, C++ programming language. 3. Experience with Python and tools used for Machine Learning analysis and development.""}}"
rectD3ieD0DRStnKd,https://jobright.ai/jobs/info/692e1b7afa28370be26a155c?utm_source=1099&utm_campaign=Software%20Engineer,Customer Application Engineer Intern,Ivalua,Hybrid,,"1. Some experience in software development, primarily in C#, .NET, and SQL Server 2. Some experience in a client facing role 3. Self-driven and results oriented ...",,,"Multi Location New York, NY New York City, NY - US",Internship,,,,"1. Some experience in software development, primarily in C#, .NET, and SQL Server 2. Some experience in a client facing role 3. Self-driven and results oriented ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.781757,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rectD3ieD0DRStnKd', 'url': 'https://jobright.ai/jobs/info/692e1b7afa28370be26a155c?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Customer Application Engineer Intern', 'location': 'Hybrid', 'salary': 'Multi Location New York, NY New York City, NY - US', 'company': 'Ivalua', 'qualifications': '1. Some experience in software development, primarily in C#, .NET, and SQL Server 2. Some experience in a client facing role 3. Self-driven and results oriented ...'}}"
rec9ax5V4ZUb4baHU,https://jobright.ai/jobs/info/69179fe2bcdbf3560c9c986d?utm_source=1099&utm_campaign=Software%20Engineer,Embedded Software Engineer Co-op/Intern,Lumentum,"Ottawa, Ontario, Canada",,"1. 3rd or 4th year: Computer Engineering, Computer Science, although software-inclined candidates from other Engineering and Science disciplines would also be considered. 2. Strong C++ programming experience. 3. Strong experience developing and working with embedded systems. ...",,,,Internship,On Site,,,"1. 3rd or 4th year: Computer Engineering, Computer Science, although software-inclined candidates from other Engineering and Science disciplines would also be considered. 2. Strong C++ programming experience. 3. Strong experience developing and working with embedded systems. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:13.893875,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rec9ax5V4ZUb4baHU', 'url': 'https://jobright.ai/jobs/info/69179fe2bcdbf3560c9c986d?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Embedded Software Engineer Co-op/Intern', 'work_model': 'On Site', 'location': 'Ottawa, Ontario, Canada', 'company': 'Lumentum', 'qualifications': '1. 3rd or 4th year: Computer Engineering, Computer Science, although software-inclined candidates from other Engineering and Science disciplines would also be considered. 2. Strong C++ programming experience. 3. Strong experience developing and working with embedded systems. ...'}}"
recRidkhquG1vA2kG,https://jobright.ai/jobs/info/692e1d2dfa28370be26a1698?utm_source=1099&utm_campaign=Software%20Engineer,Software Developer (Intern) I - Canada,Cisco,"Ottawa, Ontario, Canada",,"1. Currently enrolled in an undergraduate degree program. Relevant fields include Computer Science, Software Development, Computer Developing, Information Technology, Data Science, Mathematics, Statistics, Electrical Developing, or related technical fields 2. Proficiency in at least one of the following programming or scripting languages: C/C++, Python, or Java, with evidence of recent (within the past 12 months) coursework, projects, or work experience. 3. Experience in QA, testing, and/or debu",,,"$44,000-$185,000 /yr",Internship,On Site,,,"1. Currently enrolled in an undergraduate degree program. Relevant fields include Computer Science, Software Development, Computer Developing, Information Technology, Data Science, Mathematics, Statistics, Electrical Developing, or related technical fields 2. Proficiency in at least one of the following programming or scripting languages: C/C++, Python, or Java, with evidence of recent (within the past 12 months) coursework, projects, or work experience. 3. Experience in QA, testing, and/or debu",,,Software_Engineering,2025-12-01,2025-12-01T20:01:14.006119,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recRidkhquG1vA2kG', 'url': 'https://jobright.ai/jobs/info/692e1d2dfa28370be26a1698?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Developer (Intern) I - Canada', 'work_model': 'On Site', 'location': 'Ottawa, Ontario, Canada', 'company': 'Cisco', 'salary': '$44,000-$185,000 /yr', 'qualifications': '1. Currently enrolled in an undergraduate degree program. Relevant fields include Computer Science, Software Development, Computer Developing, Information Technology, Data Science, Mathematics, Statistics, Electrical Developing, or related technical fields 2. Proficiency in at least one of the following programming or scripting languages: C/C++, Python, or Java, with evidence of recent (within the past 12 months) coursework, projects, or work experience. 3. Experience in QA, testing, and/or debu'}}"
recmwbmcTcCxVPmSG,https://jobright.ai/jobs/info/692e21b8ef4b48533d13ce32?utm_source=1099&utm_campaign=Software%20Engineer,"Summer 2026 Intern, Full Stack Development",Ryan,"Multi Location Plano, TX Plano",,"1. Working toward a Bachelor’s or Master’s degree in Computer Science, Engineering, Mathematics, or related study. 2. Anticipated graduation date within one year of internship 3. Minimum Overall and Major GPA of 2.8 ...",,,$22.60-$26.30 /hr,Internship,On Site,,,"1. Working toward a Bachelor’s or Master’s degree in Computer Science, Engineering, Mathematics, or related study. 2. Anticipated graduation date within one year of internship 3. Minimum Overall and Major GPA of 2.8 ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:14.118195,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recmwbmcTcCxVPmSG', 'url': 'https://jobright.ai/jobs/info/692e21b8ef4b48533d13ce32?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Summer 2026 Intern, Full Stack Development', 'work_model': 'On Site', 'location': 'Multi Location Plano, TX Plano', 'company': 'Ryan', 'salary': '$22.60-$26.30 /hr', 'qualifications': '1. Working toward a Bachelor’s or Master’s degree in Computer Science, Engineering, Mathematics, or related study. 2. Anticipated graduation date within one year of internship 3. Minimum Overall and Major GPA of 2.8 ...'}}"
rechInIyubT5B5nh8,https://jobright.ai/jobs/info/691ad743bcdbf3560c9dafc1?utm_source=1099&utm_campaign=Software%20Engineer,Summer 2026 Intern - IT (Memphis TN),St. Jude Children's Research Hospital - ALSAC,"Memphis, TN",,1. Must be currently enrolled as an undergraduate or graduate student at an accredited college/university or May 2026 graduate 2. Passionate about our mission 3. Strong organizational skills to manage multiple projects simultaneously ...,,,$14-$14 /hr,Internship,On Site,,,1. Must be currently enrolled as an undergraduate or graduate student at an accredited college/university or May 2026 graduate 2. Passionate about our mission 3. Strong organizational skills to manage multiple projects simultaneously ...,,,Software_Engineering,2025-12-01,2025-12-01T20:01:14.225786,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rechInIyubT5B5nh8', 'url': 'https://jobright.ai/jobs/info/691ad743bcdbf3560c9dafc1?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Summer 2026 Intern - IT (Memphis TN)', 'work_model': 'On Site', 'location': 'Memphis, TN', 'company': ""St. Jude Children's Research Hospital - ALSAC"", 'salary': '$14-$14 /hr', 'qualifications': '1. Must be currently enrolled as an undergraduate or graduate student at an accredited college/university or May 2026 graduate 2. Passionate about our mission 3. Strong organizational skills to manage multiple projects simultaneously ...'}}"
rec49vCwTKtDoBajO,https://jobright.ai/jobs/info/690b72b1d046ab6061ce468c?utm_source=1099&utm_campaign=Software%20Engineer,Software Engineer Intern (Summer 2026),Notion,Hybrid,,"1. Pursuing a bachelor's or master’s degree in computer science, engineering, or another related field. Must graduate before July 2027. 2. Previous internship experience. 3. Working towards a proficiency of one or more programming languages such as Typescript, Node.js, Go, Python, Java, Swift, Rust, or Kotlin. ...",,,"Multi Location San Francisco, CA New York, NY",Internship,,,,"1. Pursuing a bachelor's or master’s degree in computer science, engineering, or another related field. Must graduate before July 2027. 2. Previous internship experience. 3. Working towards a proficiency of one or more programming languages such as Typescript, Node.js, Go, Python, Java, Swift, Rust, or Kotlin. ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:14.332787,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'rec49vCwTKtDoBajO', 'url': 'https://jobright.ai/jobs/info/690b72b1d046ab6061ce468c?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineer Intern (Summer 2026)', 'location': 'Hybrid', 'salary': 'Multi Location San Francisco, CA New York, NY', 'company': 'Notion', 'qualifications': ""1. Pursuing a bachelor's or master’s degree in computer science, engineering, or another related field. Must graduate before July 2027. 2. Previous internship experience. 3. Working towards a proficiency of one or more programming languages such as Typescript, Node.js, Go, Python, Java, Swift, Rust, or Kotlin. ...""}}"
recmuNnV7KaMAcjDr,https://jobright.ai/jobs/info/692debc1fa28370be269f5d0?utm_source=1099&utm_campaign=Software%20Engineer,Software Engineering (Airborne Radar &amp; Converged Sensors) - Intern,Possible,Lockheed Martin,,"1. Pursuing a degree in Computer Science, Software Engineering, Computer Engineering, or related field 2. Basic knowledge of software engineering principles and practices 3. Familiarity with programming languages such as C++, Java, or Python ...",,,"$31,616-$77,788 /yr",Internship,On Site,,,"1. Pursuing a degree in Computer Science, Software Engineering, Computer Engineering, or related field 2. Basic knowledge of software engineering principles and practices 3. Familiarity with programming languages such as C++, Java, or Python ...",,,Software_Engineering,2025-12-01,2025-12-01T20:01:14.442318,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recmuNnV7KaMAcjDr', 'url': 'https://jobright.ai/jobs/info/692debc1fa28370be269f5d0?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineering (Airborne Radar &amp; Converged Sensors) - Intern', 'work_model': 'On Site', 'company': 'Possible', 'location': 'Lockheed Martin', 'salary': '$31,616-$77,788 /yr', 'qualifications': '1. Pursuing a degree in Computer Science, Software Engineering, Computer Engineering, or related field 2. Basic knowledge of software engineering principles and practices 3. Familiarity with programming languages such as C++, Java, or Python ...'}}"
recKcRtUOS8UTfBNa,https://jobright.ai/jobs/info/692e085fef4b48533d13bdaa?utm_source=1099&utm_campaign=Software%20Engineer,Software Engineering Intern (Summer 2026) (Onsite),Collins Aerospace,"San Jose, CA",,"1. Requires a High School Diploma or equivalent and student must be pursuing a Bachelor’s or advanced degree in an applicable discipline. 2. The ability to obtain and maintain a U.S. government issued security clearance is required 3. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance",,,$42K-$88K /yr,Internship,On Site,,,"1. Requires a High School Diploma or equivalent and student must be pursuing a Bachelor’s or advanced degree in an applicable discipline. 2. The ability to obtain and maintain a U.S. government issued security clearance is required 3. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance",,,Software_Engineering,2025-12-01,2025-12-01T20:01:14.555109,intern-list.com (Airtable),"{'original_row_data': {'row_id': 'recKcRtUOS8UTfBNa', 'url': 'https://jobright.ai/jobs/info/692e085fef4b48533d13bdaa?utm_source=1099&utm_campaign=Software%20Engineer', 'date_posted': '2025-12-01', 'title': 'Software Engineering Intern (Summer 2026) (Onsite)', 'work_model': 'On Site', 'location': 'San Jose, CA', 'company': 'Collins Aerospace', 'salary': '$42K-$88K /yr', 'qualifications': '1. Requires a High School Diploma or equivalent and student must be pursuing a Bachelor’s or advanced degree in an applicable discipline. 2. The ability to obtain and maintain a U.S. government issued security clearance is required 3. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance'}}"
